location_code,city,state,country,location_code_parent,country_iso_code,location_type
9022805,"63011","Missouri","United States",21157,US,Postal Code
9022806,"63012","Missouri","United States",21157,US,Postal Code
9022807,"63013","Missouri","United States",21157,US,Postal Code
9022808,"63014","Missouri","United States",21157,US,Postal Code
9022809,"63015","Missouri","United States",21157,US,Postal Code
9022810,"63016","Missouri","United States",21157,US,Postal Code
9022811,"63017","Missouri","United States",21157,US,Postal Code
9022812,"63019","Missouri","United States",21157,US,Postal Code
9022813,"63020","Missouri","United States",21157,US,Postal Code
9022814,"63021","Missouri","United States",21157,US,Postal Code
9022815,"63023","Missouri","United States",21157,US,Postal Code
9022816,"63025","Missouri","United States",21157,US,Postal Code
9022817,"63026","Missouri","United States",21157,US,Postal Code
9022818,"63028","Missouri","United States",21157,US,Postal Code
9022819,"63030","Missouri","United States",21157,US,Postal Code
9022820,"63031","Missouri","United States",21157,US,Postal Code
9022821,"63033","Missouri","United States",21157,US,Postal Code
9022822,"63034","Missouri","United States",21157,US,Postal Code
9022823,"63036","Missouri","United States",21157,US,Postal Code
9022824,"63037","Missouri","United States",21157,US,Postal Code
9022825,"63038","Missouri","United States",21157,US,Postal Code
9022826,"63039","Missouri","United States",21157,US,Postal Code
9022827,"63040","Missouri","United States",21157,US,Postal Code
9022828,"63041","Missouri","United States",21157,US,Postal Code
9022829,"63042","Missouri","United States",21157,US,Postal Code
9022830,"63043","Missouri","United States",21157,US,Postal Code
9022831,"63044","Missouri","United States",21157,US,Postal Code
9022832,"63045","Missouri","United States",21157,US,Postal Code
9022833,"63048","Missouri","United States",21157,US,Postal Code
9022834,"63049","Missouri","United States",21157,US,Postal Code
9022835,"63050","Missouri","United States",21157,US,Postal Code
9022836,"63051","Missouri","United States",21157,US,Postal Code
9022837,"63052","Missouri","United States",21157,US,Postal Code
9022839,"63055","Missouri","United States",21157,US,Postal Code
9022840,"63056","Missouri","United States",21157,US,Postal Code
9022841,"63060","Missouri","United States",21157,US,Postal Code
9022842,"63068","Missouri","United States",21157,US,Postal Code
9022843,"63069","Missouri","United States",21157,US,Postal Code
9022844,"63070","Missouri","United States",21157,US,Postal Code
9022845,"63071","Missouri","United States",21157,US,Postal Code
9022846,"63072","Missouri","United States",21157,US,Postal Code
9022847,"63074","Missouri","United States",21157,US,Postal Code
9022848,"63077","Missouri","United States",21157,US,Postal Code
9022849,"63080","Missouri","United States",21157,US,Postal Code
9022850,"63084","Missouri","United States",21157,US,Postal Code
9022851,"63087","Missouri","United States",21157,US,Postal Code
9022852,"63088","Missouri","United States",21157,US,Postal Code
9022853,"63089","Missouri","United States",21157,US,Postal Code
9022854,"63090","Missouri","United States",21157,US,Postal Code
9022855,"63091","Missouri","United States",21157,US,Postal Code
9022856,"63101","Missouri","United States",21157,US,Postal Code
9022857,"63102","Missouri","United States",21157,US,Postal Code
9022858,"63103","Missouri","United States",21157,US,Postal Code
9022859,"63104","Missouri","United States",21157,US,Postal Code
9022860,"63105","Missouri","United States",21157,US,Postal Code
9022861,"63106","Missouri","United States",21157,US,Postal Code
9022862,"63107","Missouri","United States",21157,US,Postal Code
9022863,"63108","Missouri","United States",21157,US,Postal Code
9022864,"63109","Missouri","United States",21157,US,Postal Code
9022865,"63110","Missouri","United States",21157,US,Postal Code
9022866,"63111","Missouri","United States",21157,US,Postal Code
9022867,"63112","Missouri","United States",21157,US,Postal Code
9022868,"63113","Missouri","United States",21157,US,Postal Code
9022869,"63114","Missouri","United States",21157,US,Postal Code
9022870,"63115","Missouri","United States",21157,US,Postal Code
9022871,"63116","Missouri","United States",21157,US,Postal Code
9022872,"63117","Missouri","United States",21157,US,Postal Code
9022873,"63118","Missouri","United States",21157,US,Postal Code
9022874,"63119","Missouri","United States",21157,US,Postal Code
9022875,"63120","Missouri","United States",21157,US,Postal Code
9022876,"63121","Missouri","United States",21157,US,Postal Code
9022877,"63122","Missouri","United States",21157,US,Postal Code
9022878,"63123","Missouri","United States",21157,US,Postal Code
9022879,"63124","Missouri","United States",21157,US,Postal Code
9022880,"63125","Missouri","United States",21157,US,Postal Code
9022881,"63126","Missouri","United States",21157,US,Postal Code
9022882,"63127","Missouri","United States",21157,US,Postal Code
9022883,"63128","Missouri","United States",21157,US,Postal Code
9022884,"63129","Missouri","United States",21157,US,Postal Code
9022885,"63130","Missouri","United States",21157,US,Postal Code
9022886,"63131","Missouri","United States",21157,US,Postal Code
9022887,"63132","Missouri","United States",21157,US,Postal Code
9022888,"63133","Missouri","United States",21157,US,Postal Code
9022889,"63134","Missouri","United States",21157,US,Postal Code
9022890,"63135","Missouri","United States",21157,US,Postal Code
9022891,"63136","Missouri","United States",21157,US,Postal Code
9022892,"63137","Missouri","United States",21157,US,Postal Code
9022893,"63138","Missouri","United States",21157,US,Postal Code
9022894,"63139","Missouri","United States",21157,US,Postal Code
9022895,"63140","Missouri","United States",21157,US,Postal Code
9022896,"63141","Missouri","United States",21157,US,Postal Code
9022897,"63143","Missouri","United States",21157,US,Postal Code
9022898,"63144","Missouri","United States",21157,US,Postal Code
9022899,"63145","Missouri","United States",21157,US,Postal Code
9022900,"63146","Missouri","United States",21157,US,Postal Code
9022901,"63147","Missouri","United States",21157,US,Postal Code
9022902,"63167","Missouri","United States",21157,US,Postal Code
9022903,"63182","Missouri","United States",21157,US,Postal Code
9022904,"63301","Missouri","United States",21157,US,Postal Code
9022905,"63303","Missouri","United States",21157,US,Postal Code
9022906,"63304","Missouri","United States",21157,US,Postal Code
9022907,"63330","Missouri","United States",21157,US,Postal Code
9022908,"63332","Missouri","United States",21157,US,Postal Code
9022909,"63333","Missouri","United States",21157,US,Postal Code
9022910,"63334","Missouri","United States",21157,US,Postal Code
9022911,"63336","Missouri","United States",21157,US,Postal Code
9022912,"63339","Missouri","United States",21157,US,Postal Code
9022913,"63341","Missouri","United States",21157,US,Postal Code
9022915,"63343","Missouri","United States",21157,US,Postal Code
9022916,"63344","Missouri","United States",21157,US,Postal Code
9022917,"63345","Missouri","United States",21157,US,Postal Code
9022918,"63347","Missouri","United States",21157,US,Postal Code
9022919,"63348","Missouri","United States",21157,US,Postal Code
9022920,"63349","Missouri","United States",21157,US,Postal Code
9022921,"63350","Missouri","United States",21157,US,Postal Code
9022922,"63351","Missouri","United States",21157,US,Postal Code
9022923,"63352","Missouri","United States",21157,US,Postal Code
9022924,"63353","Missouri","United States",21157,US,Postal Code
9022925,"63357","Missouri","United States",21157,US,Postal Code
9022926,"63359","Missouri","United States",21157,US,Postal Code
9022927,"63361","Missouri","United States",21157,US,Postal Code
9022928,"63362","Missouri","United States",21157,US,Postal Code
9022929,"63363","Missouri","United States",21157,US,Postal Code
9022931,"63366","Missouri","United States",21157,US,Postal Code
9022932,"63367","Missouri","United States",21157,US,Postal Code
9022933,"63368","Missouri","United States",21157,US,Postal Code
9022934,"63369","Missouri","United States",21157,US,Postal Code
9022935,"63373","Missouri","United States",21157,US,Postal Code
9022936,"63376","Missouri","United States",21157,US,Postal Code
9022937,"63377","Missouri","United States",21157,US,Postal Code
9022938,"63379","Missouri","United States",21157,US,Postal Code
9022939,"63381","Missouri","United States",21157,US,Postal Code
9022940,"63382","Missouri","United States",21157,US,Postal Code
9022941,"63383","Missouri","United States",21157,US,Postal Code
9022942,"63384","Missouri","United States",21157,US,Postal Code
9022943,"63385","Missouri","United States",21157,US,Postal Code
9022944,"63386","Missouri","United States",21157,US,Postal Code
9022946,"63388","Missouri","United States",21157,US,Postal Code
9022947,"63389","Missouri","United States",21157,US,Postal Code
9022948,"63390","Missouri","United States",21157,US,Postal Code
9022949,"63401","Missouri","United States",21157,US,Postal Code
9022950,"63430","Missouri","United States",21157,US,Postal Code
9022951,"63431","Missouri","United States",21157,US,Postal Code
9022952,"63432","Missouri","United States",21157,US,Postal Code
9022953,"63433","Missouri","United States",21157,US,Postal Code
9022954,"63434","Missouri","United States",21157,US,Postal Code
9022955,"63435","Missouri","United States",21157,US,Postal Code
9022956,"63436","Missouri","United States",21157,US,Postal Code
9022957,"63437","Missouri","United States",21157,US,Postal Code
9022958,"63438","Missouri","United States",21157,US,Postal Code
9022959,"63439","Missouri","United States",21157,US,Postal Code
9022960,"63440","Missouri","United States",21157,US,Postal Code
9022961,"63441","Missouri","United States",21157,US,Postal Code
9022962,"63443","Missouri","United States",21157,US,Postal Code
9022963,"63445","Missouri","United States",21157,US,Postal Code
9022964,"63446","Missouri","United States",21157,US,Postal Code
9022965,"63447","Missouri","United States",21157,US,Postal Code
9022966,"63448","Missouri","United States",21157,US,Postal Code
9022967,"63450","Missouri","United States",21157,US,Postal Code
9022968,"63451","Missouri","United States",21157,US,Postal Code
9022969,"63452","Missouri","United States",21157,US,Postal Code
9022970,"63453","Missouri","United States",21157,US,Postal Code
9022971,"63454","Missouri","United States",21157,US,Postal Code
9022972,"63456","Missouri","United States",21157,US,Postal Code
9022973,"63457","Missouri","United States",21157,US,Postal Code
9022974,"63458","Missouri","United States",21157,US,Postal Code
9022975,"63459","Missouri","United States",21157,US,Postal Code
9022976,"63460","Missouri","United States",21157,US,Postal Code
9022977,"63461","Missouri","United States",21157,US,Postal Code
9022978,"63462","Missouri","United States",21157,US,Postal Code
9022979,"63463","Missouri","United States",21157,US,Postal Code
9022980,"63465","Missouri","United States",21157,US,Postal Code
9022981,"63468","Missouri","United States",21157,US,Postal Code
9022982,"63469","Missouri","United States",21157,US,Postal Code
9022983,"63471","Missouri","United States",21157,US,Postal Code
9022984,"63472","Missouri","United States",21157,US,Postal Code
9022985,"63473","Missouri","United States",21157,US,Postal Code
9022986,"63474","Missouri","United States",21157,US,Postal Code
9022987,"63501","Missouri","United States",21157,US,Postal Code
9022988,"63530","Missouri","United States",21157,US,Postal Code
9022989,"63531","Missouri","United States",21157,US,Postal Code
9022990,"63532","Missouri","United States",21157,US,Postal Code
9022991,"63533","Missouri","United States",21157,US,Postal Code
9022992,"63534","Missouri","United States",21157,US,Postal Code
9022993,"63535","Missouri","United States",21157,US,Postal Code
9022994,"63536","Missouri","United States",21157,US,Postal Code
9022995,"63537","Missouri","United States",21157,US,Postal Code
9022996,"63538","Missouri","United States",21157,US,Postal Code
9022997,"63539","Missouri","United States",21157,US,Postal Code
9022998,"63540","Missouri","United States",21157,US,Postal Code
9022999,"63541","Missouri","United States",21157,US,Postal Code
9023000,"63543","Missouri","United States",21157,US,Postal Code
9023001,"63544","Missouri","United States",21157,US,Postal Code
9023002,"63545","Missouri","United States",21157,US,Postal Code
9023003,"63546","Missouri","United States",21157,US,Postal Code
9023004,"63547","Missouri","United States",21157,US,Postal Code
9023005,"63548","Missouri","United States",21157,US,Postal Code
9023006,"63549","Missouri","United States",21157,US,Postal Code
9023007,"63551","Missouri","United States",21157,US,Postal Code
9023008,"63552","Missouri","United States",21157,US,Postal Code
9023009,"63555","Missouri","United States",21157,US,Postal Code
9023010,"63556","Missouri","United States",21157,US,Postal Code
9023011,"63557","Missouri","United States",21157,US,Postal Code
9023012,"63558","Missouri","United States",21157,US,Postal Code
9023013,"63559","Missouri","United States",21157,US,Postal Code
9023014,"63560","Missouri","United States",21157,US,Postal Code
9023015,"63561","Missouri","United States",21157,US,Postal Code
9023016,"63563","Missouri","United States",21157,US,Postal Code
9023017,"63565","Missouri","United States",21157,US,Postal Code
9023018,"63566","Missouri","United States",21157,US,Postal Code
9023019,"63567","Missouri","United States",21157,US,Postal Code
9023020,"63601","Missouri","United States",21157,US,Postal Code
9023021,"63620","Missouri","United States",21157,US,Postal Code
9023022,"63621","Missouri","United States",21157,US,Postal Code
9023023,"63622","Missouri","United States",21157,US,Postal Code
9023024,"63623","Missouri","United States",21157,US,Postal Code
9023025,"63624","Missouri","United States",21157,US,Postal Code
9023026,"63625","Missouri","United States",21157,US,Postal Code
9023027,"63626","Missouri","United States",21157,US,Postal Code
9023028,"63627","Missouri","United States",21157,US,Postal Code
9023029,"63628","Missouri","United States",21157,US,Postal Code
9023030,"63629","Missouri","United States",21157,US,Postal Code
9023031,"63630","Missouri","United States",21157,US,Postal Code
9023032,"63631","Missouri","United States",21157,US,Postal Code
9023033,"63633","Missouri","United States",21157,US,Postal Code
9023034,"63636","Missouri","United States",21157,US,Postal Code
9023035,"63637","Missouri","United States",21157,US,Postal Code
9023036,"63638","Missouri","United States",21157,US,Postal Code
9023037,"63640","Missouri","United States",21157,US,Postal Code
9023038,"63645","Missouri","United States",21157,US,Postal Code
9023039,"63648","Missouri","United States",21157,US,Postal Code
9023040,"63650","Missouri","United States",21157,US,Postal Code
9023041,"63653","Missouri","United States",21157,US,Postal Code
9023042,"63654","Missouri","United States",21157,US,Postal Code
9023043,"63655","Missouri","United States",21157,US,Postal Code
9023044,"63656","Missouri","United States",21157,US,Postal Code
9023045,"63660","Missouri","United States",21157,US,Postal Code
9023046,"63662","Missouri","United States",21157,US,Postal Code
9023048,"63664","Missouri","United States",21157,US,Postal Code
9023049,"63665","Missouri","United States",21157,US,Postal Code
9023050,"63670","Missouri","United States",21157,US,Postal Code
9023051,"63673","Missouri","United States",21157,US,Postal Code
9023052,"63675","Missouri","United States",21157,US,Postal Code
9023053,"63701","Missouri","United States",21157,US,Postal Code
9023054,"63703","Missouri","United States",21157,US,Postal Code
9023055,"63730","Missouri","United States",21157,US,Postal Code
9023056,"63732","Missouri","United States",21157,US,Postal Code
9023057,"63735","Missouri","United States",21157,US,Postal Code
9023058,"63736","Missouri","United States",21157,US,Postal Code
9023059,"63738","Missouri","United States",21157,US,Postal Code
9023060,"63739","Missouri","United States",21157,US,Postal Code
9023061,"63740","Missouri","United States",21157,US,Postal Code
9023063,"63743","Missouri","United States",21157,US,Postal Code
9023064,"63745","Missouri","United States",21157,US,Postal Code
9023065,"63747","Missouri","United States",21157,US,Postal Code
9023066,"63748","Missouri","United States",21157,US,Postal Code
9023067,"63750","Missouri","United States",21157,US,Postal Code
9023068,"63751","Missouri","United States",21157,US,Postal Code
9023070,"63755","Missouri","United States",21157,US,Postal Code
9023072,"63763","Missouri","United States",21157,US,Postal Code
9023073,"63764","Missouri","United States",21157,US,Postal Code
9023074,"63766","Missouri","United States",21157,US,Postal Code
9023076,"63769","Missouri","United States",21157,US,Postal Code
9023077,"63770","Missouri","United States",21157,US,Postal Code
9023078,"63771","Missouri","United States",21157,US,Postal Code
9023079,"63775","Missouri","United States",21157,US,Postal Code
9023080,"63780","Missouri","United States",21157,US,Postal Code
9023081,"63781","Missouri","United States",21157,US,Postal Code
9023082,"63782","Missouri","United States",21157,US,Postal Code
9023083,"63783","Missouri","United States",21157,US,Postal Code
9023084,"63784","Missouri","United States",21157,US,Postal Code
9023085,"63785","Missouri","United States",21157,US,Postal Code
9023086,"63787","Missouri","United States",21157,US,Postal Code
9023087,"63801","Missouri","United States",21157,US,Postal Code
9023089,"63821","Missouri","United States",21157,US,Postal Code
9023090,"63822","Missouri","United States",21157,US,Postal Code
9023091,"63823","Missouri","United States",21157,US,Postal Code
9023092,"63825","Missouri","United States",21157,US,Postal Code
9023094,"63827","Missouri","United States",21157,US,Postal Code
9023095,"63828","Missouri","United States",21157,US,Postal Code
9023096,"63829","Missouri","United States",21157,US,Postal Code
9023097,"63830","Missouri","United States",21157,US,Postal Code
9023098,"63833","Missouri","United States",21157,US,Postal Code
9023099,"63834","Missouri","United States",21157,US,Postal Code
9023100,"63837","Missouri","United States",21157,US,Postal Code
9023101,"63839","Missouri","United States",21157,US,Postal Code
9023102,"63841","Missouri","United States",21157,US,Postal Code
9023103,"63845","Missouri","United States",21157,US,Postal Code
9023104,"63846","Missouri","United States",21157,US,Postal Code
9023105,"63847","Missouri","United States",21157,US,Postal Code
9023106,"63848","Missouri","United States",21157,US,Postal Code
9023107,"63849","Missouri","United States",21157,US,Postal Code
9023108,"63851","Missouri","United States",21157,US,Postal Code
9023109,"63852","Missouri","United States",21157,US,Postal Code
9023110,"63853","Missouri","United States",21157,US,Postal Code
9023111,"63855","Missouri","United States",21157,US,Postal Code
9023112,"63857","Missouri","United States",21157,US,Postal Code
9023113,"63862","Missouri","United States",21157,US,Postal Code
9023114,"63863","Missouri","United States",21157,US,Postal Code
9023115,"63866","Missouri","United States",21157,US,Postal Code
9023116,"63867","Missouri","United States",21157,US,Postal Code
9023117,"63869","Missouri","United States",21157,US,Postal Code
9023118,"63870","Missouri","United States",21157,US,Postal Code
9023119,"63873","Missouri","United States",21157,US,Postal Code
9023120,"63874","Missouri","United States",21157,US,Postal Code
9023121,"63876","Missouri","United States",21157,US,Postal Code
9023122,"63877","Missouri","United States",21157,US,Postal Code
9023123,"63879","Missouri","United States",21157,US,Postal Code
9023124,"63882","Missouri","United States",21157,US,Postal Code
9023125,"63901","Missouri","United States",21157,US,Postal Code
9023126,"63932","Missouri","United States",21157,US,Postal Code
9023127,"63933","Missouri","United States",21157,US,Postal Code
9023128,"63934","Missouri","United States",21157,US,Postal Code
9023129,"63935","Missouri","United States",21157,US,Postal Code
9023130,"63936","Missouri","United States",21157,US,Postal Code
9023131,"63937","Missouri","United States",21157,US,Postal Code
9023132,"63939","Missouri","United States",21157,US,Postal Code
9023133,"63940","Missouri","United States",21157,US,Postal Code
9023134,"63941","Missouri","United States",21157,US,Postal Code
9023135,"63942","Missouri","United States",21157,US,Postal Code
9023136,"63943","Missouri","United States",21157,US,Postal Code
9023137,"63944","Missouri","United States",21157,US,Postal Code
9023138,"63945","Missouri","United States",21157,US,Postal Code
9023141,"63951","Missouri","United States",21157,US,Postal Code
9023142,"63952","Missouri","United States",21157,US,Postal Code
9023143,"63953","Missouri","United States",21157,US,Postal Code
9023144,"63954","Missouri","United States",21157,US,Postal Code
9023145,"63955","Missouri","United States",21157,US,Postal Code
9023146,"63956","Missouri","United States",21157,US,Postal Code
9023147,"63957","Missouri","United States",21157,US,Postal Code
9023148,"63960","Missouri","United States",21157,US,Postal Code
9023149,"63961","Missouri","United States",21157,US,Postal Code
9023152,"63964","Missouri","United States",21157,US,Postal Code
9023153,"63965","Missouri","United States",21157,US,Postal Code
9023154,"63966","Missouri","United States",21157,US,Postal Code
9023155,"63967","Missouri","United States",21157,US,Postal Code
9023156,"64001","Missouri","United States",21157,US,Postal Code
9023157,"64011","Missouri","United States",21157,US,Postal Code
9023158,"64012","Missouri","United States",21157,US,Postal Code
9023159,"64014","Missouri","United States",21157,US,Postal Code
9023160,"64015","Missouri","United States",21157,US,Postal Code
9023161,"64016","Missouri","United States",21157,US,Postal Code
9023162,"64017","Missouri","United States",21157,US,Postal Code
9023163,"64018","Missouri","United States",21157,US,Postal Code
9023164,"64019","Missouri","United States",21157,US,Postal Code
9023165,"64020","Missouri","United States",21157,US,Postal Code
9023166,"64021","Missouri","United States",21157,US,Postal Code
9023167,"64022","Missouri","United States",21157,US,Postal Code
9023168,"64024","Missouri","United States",21157,US,Postal Code
9023169,"64028","Missouri","United States",21157,US,Postal Code
9023170,"64029","Missouri","United States",21157,US,Postal Code
9023171,"64030","Missouri","United States",21157,US,Postal Code
9023172,"64034","Missouri","United States",21157,US,Postal Code
9023173,"64035","Missouri","United States",21157,US,Postal Code
9023174,"64036","Missouri","United States",21157,US,Postal Code
9023175,"64037","Missouri","United States",21157,US,Postal Code
9023176,"64040","Missouri","United States",21157,US,Postal Code
9023177,"64048","Missouri","United States",21157,US,Postal Code
9023178,"64050","Missouri","United States",21157,US,Postal Code
9023179,"64052","Missouri","United States",21157,US,Postal Code
9023180,"64053","Missouri","United States",21157,US,Postal Code
9023181,"64054","Missouri","United States",21157,US,Postal Code
9023182,"64055","Missouri","United States",21157,US,Postal Code
9023183,"64056","Missouri","United States",21157,US,Postal Code
9023184,"64057","Missouri","United States",21157,US,Postal Code
9023185,"64058","Missouri","United States",21157,US,Postal Code
9023186,"64060","Missouri","United States",21157,US,Postal Code
9023187,"64061","Missouri","United States",21157,US,Postal Code
9023188,"64062","Missouri","United States",21157,US,Postal Code
9023189,"64063","Missouri","United States",21157,US,Postal Code
9023190,"64064","Missouri","United States",21157,US,Postal Code
9023192,"64067","Missouri","United States",21157,US,Postal Code
9023193,"64068","Missouri","United States",21157,US,Postal Code
9023194,"64070","Missouri","United States",21157,US,Postal Code
9023195,"64071","Missouri","United States",21157,US,Postal Code
9023196,"64072","Missouri","United States",21157,US,Postal Code
9023197,"64074","Missouri","United States",21157,US,Postal Code
9023198,"64075","Missouri","United States",21157,US,Postal Code
9023199,"64076","Missouri","United States",21157,US,Postal Code
9023200,"64077","Missouri","United States",21157,US,Postal Code
9023201,"64078","Missouri","United States",21157,US,Postal Code
9023202,"64079","Missouri","United States",21157,US,Postal Code
9023203,"64080","Missouri","United States",21157,US,Postal Code
9023204,"64081","Missouri","United States",21157,US,Postal Code
9023205,"64082","Missouri","United States",21157,US,Postal Code
9023206,"64083","Missouri","United States",21157,US,Postal Code
9023207,"64084","Missouri","United States",21157,US,Postal Code
9023208,"64085","Missouri","United States",21157,US,Postal Code
9023209,"64086","Missouri","United States",21157,US,Postal Code
9023210,"64088","Missouri","United States",21157,US,Postal Code
9023211,"64089","Missouri","United States",21157,US,Postal Code
9023213,"64093","Missouri","United States",21157,US,Postal Code
9023214,"64096","Missouri","United States",21157,US,Postal Code
9023215,"64097","Missouri","United States",21157,US,Postal Code
9023216,"64098","Missouri","United States",21157,US,Postal Code
9023217,"64101","Missouri","United States",21157,US,Postal Code
9023218,"64102","Missouri","United States",21157,US,Postal Code
9023219,"64105","Missouri","United States",21157,US,Postal Code
9023220,"64106","Missouri","United States",21157,US,Postal Code
9023221,"64108","Missouri","United States",21157,US,Postal Code
9023222,"64109","Missouri","United States",21157,US,Postal Code
9023223,"64110","Missouri","United States",21157,US,Postal Code
9023224,"64111","Missouri","United States",21157,US,Postal Code
9023225,"64112","Missouri","United States",21157,US,Postal Code
9023226,"64113","Missouri","United States",21157,US,Postal Code
9023227,"64114","Missouri","United States",21157,US,Postal Code
9023228,"64116","Missouri","United States",21157,US,Postal Code
9023229,"64117","Missouri","United States",21157,US,Postal Code
9023230,"64118","Missouri","United States",21157,US,Postal Code
9023231,"64119","Missouri","United States",21157,US,Postal Code
9023232,"64120","Missouri","United States",21157,US,Postal Code
9023234,"64123","Missouri","United States",21157,US,Postal Code
9023235,"64124","Missouri","United States",21157,US,Postal Code
9023236,"64125","Missouri","United States",21157,US,Postal Code
9023237,"64126","Missouri","United States",21157,US,Postal Code
9023238,"64127","Missouri","United States",21157,US,Postal Code
9023239,"64128","Missouri","United States",21157,US,Postal Code
9023240,"64129","Missouri","United States",21157,US,Postal Code
9023241,"64130","Missouri","United States",21157,US,Postal Code
9023242,"64131","Missouri","United States",21157,US,Postal Code
9023243,"64132","Missouri","United States",21157,US,Postal Code
9023244,"64133","Missouri","United States",21157,US,Postal Code
9023245,"64134","Missouri","United States",21157,US,Postal Code
9023246,"64136","Missouri","United States",21157,US,Postal Code
9023247,"64137","Missouri","United States",21157,US,Postal Code
9023248,"64138","Missouri","United States",21157,US,Postal Code
9023249,"64139","Missouri","United States",21157,US,Postal Code
9023250,"64145","Missouri","United States",21157,US,Postal Code
9023251,"64146","Missouri","United States",21157,US,Postal Code
9023252,"64147","Missouri","United States",21157,US,Postal Code
9023253,"64149","Missouri","United States",21157,US,Postal Code
9023254,"64150","Missouri","United States",21157,US,Postal Code
9023255,"64151","Missouri","United States",21157,US,Postal Code
9023256,"64152","Missouri","United States",21157,US,Postal Code
9023257,"64153","Missouri","United States",21157,US,Postal Code
9023258,"64154","Missouri","United States",21157,US,Postal Code
9023259,"64155","Missouri","United States",21157,US,Postal Code
9023260,"64156","Missouri","United States",21157,US,Postal Code
9023261,"64157","Missouri","United States",21157,US,Postal Code
9023262,"64158","Missouri","United States",21157,US,Postal Code
9023263,"64161","Missouri","United States",21157,US,Postal Code
9023264,"64163","Missouri","United States",21157,US,Postal Code
9023265,"64164","Missouri","United States",21157,US,Postal Code
9023266,"64165","Missouri","United States",21157,US,Postal Code
9023267,"64166","Missouri","United States",21157,US,Postal Code
9023268,"64167","Missouri","United States",21157,US,Postal Code
9023269,"64170","Missouri","United States",21157,US,Postal Code
9023272,"64198","Missouri","United States",21157,US,Postal Code
9023273,"64401","Missouri","United States",21157,US,Postal Code
9023274,"64402","Missouri","United States",21157,US,Postal Code
9023275,"64421","Missouri","United States",21157,US,Postal Code
9023276,"64422","Missouri","United States",21157,US,Postal Code
9023277,"64423","Missouri","United States",21157,US,Postal Code
9023278,"64424","Missouri","United States",21157,US,Postal Code
9023279,"64426","Missouri","United States",21157,US,Postal Code
9023280,"64427","Missouri","United States",21157,US,Postal Code
9023281,"64428","Missouri","United States",21157,US,Postal Code
9023282,"64429","Missouri","United States",21157,US,Postal Code
9023283,"64430","Missouri","United States",21157,US,Postal Code
9023284,"64431","Missouri","United States",21157,US,Postal Code
9023285,"64432","Missouri","United States",21157,US,Postal Code
9023286,"64433","Missouri","United States",21157,US,Postal Code
9023287,"64434","Missouri","United States",21157,US,Postal Code
9023288,"64436","Missouri","United States",21157,US,Postal Code
9023289,"64437","Missouri","United States",21157,US,Postal Code
9023290,"64438","Missouri","United States",21157,US,Postal Code
9023291,"64439","Missouri","United States",21157,US,Postal Code
9023292,"64440","Missouri","United States",21157,US,Postal Code
9023293,"64441","Missouri","United States",21157,US,Postal Code
9023294,"64442","Missouri","United States",21157,US,Postal Code
9023295,"64443","Missouri","United States",21157,US,Postal Code
9023296,"64444","Missouri","United States",21157,US,Postal Code
9023297,"64445","Missouri","United States",21157,US,Postal Code
9023298,"64446","Missouri","United States",21157,US,Postal Code
9023299,"64448","Missouri","United States",21157,US,Postal Code
9023300,"64449","Missouri","United States",21157,US,Postal Code
9023301,"64451","Missouri","United States",21157,US,Postal Code
9023302,"64453","Missouri","United States",21157,US,Postal Code
9023303,"64454","Missouri","United States",21157,US,Postal Code
9023304,"64455","Missouri","United States",21157,US,Postal Code
9023305,"64456","Missouri","United States",21157,US,Postal Code
9023306,"64457","Missouri","United States",21157,US,Postal Code
9023307,"64458","Missouri","United States",21157,US,Postal Code
9023308,"64459","Missouri","United States",21157,US,Postal Code
9023309,"64461","Missouri","United States",21157,US,Postal Code
9023310,"64463","Missouri","United States",21157,US,Postal Code
9023311,"64465","Missouri","United States",21157,US,Postal Code
9023312,"64466","Missouri","United States",21157,US,Postal Code
9023313,"64467","Missouri","United States",21157,US,Postal Code
9023314,"64468","Missouri","United States",21157,US,Postal Code
9023315,"64469","Missouri","United States",21157,US,Postal Code
9023316,"64470","Missouri","United States",21157,US,Postal Code
9023317,"64471","Missouri","United States",21157,US,Postal Code
9023318,"64473","Missouri","United States",21157,US,Postal Code
9023319,"64474","Missouri","United States",21157,US,Postal Code
9023320,"64475","Missouri","United States",21157,US,Postal Code
9023321,"64476","Missouri","United States",21157,US,Postal Code
9023322,"64477","Missouri","United States",21157,US,Postal Code
9023323,"64479","Missouri","United States",21157,US,Postal Code
9023324,"64480","Missouri","United States",21157,US,Postal Code
9023325,"64481","Missouri","United States",21157,US,Postal Code
9023326,"64482","Missouri","United States",21157,US,Postal Code
9023327,"64483","Missouri","United States",21157,US,Postal Code
9023328,"64484","Missouri","United States",21157,US,Postal Code
9023329,"64485","Missouri","United States",21157,US,Postal Code
9023330,"64486","Missouri","United States",21157,US,Postal Code
9023331,"64487","Missouri","United States",21157,US,Postal Code
9023332,"64489","Missouri","United States",21157,US,Postal Code
9023333,"64490","Missouri","United States",21157,US,Postal Code
9023334,"64491","Missouri","United States",21157,US,Postal Code
9023335,"64492","Missouri","United States",21157,US,Postal Code
9023336,"64493","Missouri","United States",21157,US,Postal Code
9023337,"64494","Missouri","United States",21157,US,Postal Code
9023338,"64496","Missouri","United States",21157,US,Postal Code
9023339,"64497","Missouri","United States",21157,US,Postal Code
9023340,"64498","Missouri","United States",21157,US,Postal Code
9023341,"64499","Missouri","United States",21157,US,Postal Code
